complex_name,protein_path,ligand_description,protein_sequence
P(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)(OP(=O)(O)O)O,input/pdb/4850.pdb,P(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)(OP(=O)(O)O)O,
P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,input/pdb/4851.pdb,P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,
P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,input/pdb/4851.pdb,P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,
Clc1c(nc(nc1)N[C@H]2CN(C(=O)c3ccc(NC(=O)CCCN(C)C)cc3)CCC2)C=4c5c(NC4)cccc5,input/pdb/4851.pdb,Clc1c(nc(nc1)N[C@H]2CN(C(=O)c3ccc(NC(=O)CCCN(C)C)cc3)CCC2)C=4c5c(NC4)cccc5,
OC[C@H](Nc1nc2N(C=Nc2c(n1)NCc3ccc(c4ncccc4)cc3)C(C)C)CC,input/pdb/4851.pdb,OC[C@H](Nc1nc2N(C=Nc2c(n1)NCc3ccc(c4ncccc4)cc3)C(C)C)CC,
CCn1cnc2c1nc(nc2NCc3[nH]c4ccc(c(c4n3)F)F)N5CCCC[C@H]5CCO,input/pdb/4851.pdb,CCn1cnc2c1nc(nc2NCc3[nH]c4ccc(c(c4n3)F)F)N5CCCC[C@H]5CCO,
O=C(N(c1ccc(cc1)C=2C=NN(C2)C)C3CCC(Nc4nc5c(cn4)cccc5)CC3)C,input/pdb/4851.pdb,O=C(N(c1ccc(cc1)C=2C=NN(C2)C)C3CCC(Nc4nc5c(cn4)cccc5)CC3)C,
Clc1c(nc(nc1)N[C@H]2C[C@H](Oc3ccc(NC(=O)/C=C/CN(C)C)cc3)CCC2)C=4c5c(NC4)cccc5,input/pdb/4851.pdb,Clc1c(nc(nc1)N[C@H]2C[C@H](Oc3ccc(NC(=O)/C=C/CN(C)C)cc3)CCC2)C=4c5c(NC4)cccc5,
P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,input/pdb/4859.pdb,P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,
S(=O)(=O)(N1CCNCCC1)c2c3c(cncc3)ccc2,input/pdb/4859.pdb,S(=O)(=O)(N1CCNCCC1)c2c3c(cncc3)ccc2,
S1C(NC(=O)N)=C(C(=O)N)C=C1c2ccc(F)cc2,input/pdb/4859.pdb,S1C(NC(=O)N)=C(C(=O)N)C=C1c2ccc(F)cc2,
ClC=1C(=NN(C1)C2CCNCC2)C(=O)NC=3C(=NNC3)c4ncccc4,input/pdb/4859.pdb,ClC=1C(=NN(C1)C2CCNCC2)C(=O)NC=3C(=NNC3)c4ncccc4,
c1cnc2c(c1N3CCC[C@]4(C3)CCCCN4)c(c[nH]2)c5ccncn5,input/pdb/4859.pdb,c1cnc2c(c1N3CCC[C@]4(C3)CCCCN4)c(c[nH]2)c5ccncn5,
c1cnc2c(c1N3CCC[C@]4(C3)CCCCN4)c(c[nH]2)c5nccs5,input/pdb/4859.pdb,c1cnc2c(c1N3CCC[C@]4(C3)CCCCN4)c(c[nH]2)c5nccs5,
P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,input/pdb/4969.pdb,P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,
S1C(=CC=C1)CC(=O)N2C=C3NN=C(NC(=O)c4ccc(N5CCN(CC5)C)cc4)C3=C2,input/pdb/4969.pdb,S1C(=CC=C1)CC(=O)N2C=C3NN=C(NC(=O)c4ccc(N5CCN(CC5)C)cc4)C3=C2,
F[C@]1(C(=O)N(c2c(nc(nc2)Nc3c(OC)cc(cc3)C(=O)NN4CCN(CC4)C)N(C5CCCC5)C1)C)C=C,input/pdb/4969.pdb,F[C@]1(C(=O)N(c2c(nc(nc2)Nc3c(OC)cc(cc3)C(=O)NN4CCN(CC4)C)N(C5CCCC5)C1)C)C=C,
FC(F)(F)Oc1c(Nc2nc3c(cn2)CCC=4C(=NN(C34)CCO)C(=O)N)cc(N5CCN(CC5)C)cc1,input/pdb/4969.pdb,FC(F)(F)Oc1c(Nc2nc3c(cn2)CCC=4C(=NN(C34)CCO)C(=O)N)cc(N5CCN(CC5)C)cc1,
O=C(N)C1=NN(C=2c3nc(ncc3CCC12)Nc4c(OC)ccc(N5CCN(CC5)C)c4)C,input/pdb/4969.pdb,O=C(N)C1=NN(C=2c3nc(ncc3CCC12)Nc4c(OC)ccc(N5CCN(CC5)C)c4)C,
Fc1c(cc(OC)c(Nc2nc3N(C4CCCC4)CC(F)(F)C(=O)N(c3cn2)C)c1)C(=O)NC5CCN(CC5)C,input/pdb/4969.pdb,Fc1c(cc(OC)c(Nc2nc3N(C4CCCC4)CC(F)(F)C(=O)N(c3cn2)C)c1)C(=O)NC5CCN(CC5)C,
O=C(NC1CCC(N2CCN(CC3CC3)CC2)CC1)c4cc(OC)c(Nc5nc6N([C@@H](C(=O)N(c6cn5)C)CC)C(C)C)cc4,input/pdb/4969.pdb,O=C(NC1CCC(N2CCN(CC3CC3)CC2)CC1)c4cc(OC)c(Nc5nc6N([C@@H](C(=O)N(c6cn5)C)CC)C(C)C)cc4,
FC(F)(F)Oc1c(Nc2nc(ccn2)C=3N(C4=C(C(=O)NCC4)C3)C)cc(N5CCN(CC5)C)cc1,input/pdb/4969.pdb,FC(F)(F)Oc1c(Nc2nc(ccn2)C=3N(C4=C(C(=O)NCC4)C3)C)cc(N5CCN(CC5)C)cc1,
O=C(NC1CCN(CC1)C)c2cc(OC)c(Nc3nc4N([C@@H](C(=O)N(c4cn3)C)CC)C5CCCC5)cc2,input/pdb/4969.pdb,O=C(NC1CCN(CC1)C)c2cc(OC)c(Nc3nc4N([C@@H](C(=O)N(c4cn3)C)CC)C5CCCC5)cc2,
Clc1cc2NC(=S)Cc3c(nc(nc3)Nc4c(ncc(c4)CCCN(C)C)C)c2cc1,input/pdb/4969.pdb,Clc1cc2NC(=S)Cc3c(nc(nc3)Nc4c(ncc(c4)CCCN(C)C)C)c2cc1,
FC(F)(F)Oc1c(Nc2nc(ccn2)C=3N(C=C(C(=O)N)C3)C)cc(N4CCN(CC4)C)cc1,input/pdb/4969.pdb,FC(F)(F)Oc1c(Nc2nc(ccn2)C=3N(C=C(C(=O)N)C3)C)cc(N4CCN(CC4)C)cc1,
O=C(NC1CCN(CC1)C)c2cc(OC)c(Nc3nc4N([C@@H](C=5N(c4cn3)C=NC5C#N)CC)C6CCCC6)cc2,input/pdb/4969.pdb,O=C(NC1CCN(CC1)C)c2cc(OC)c(Nc3nc4N([C@@H](C=5N(c4cn3)C=NC5C#N)CC)C6CCCC6)cc2,
FC1(F)C(=O)N(c2c(nc(nc2)Nc3c(OC)cc(cc3)C(=O)NC4CCN(CC4)C)N(C5CCCC5)C1)C,input/pdb/4969.pdb,FC1(F)C(=O)N(c2c(nc(nc2)Nc3c(OC)cc(cc3)C(=O)NC4CCN(CC4)C)N(C5CCCC5)C1)C,
O=C(Nc1c2c(c(OCCN3CCOCC3)cc1)cccc2)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,input/pdb/5061.pdb,O=C(Nc1c2c(c(OCCN3CCOCC3)cc1)cccc2)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,
O=C(Nc1cc(Nc2nc(c3cnccc3)ccn2)c(cc1)C)c4ccc(cc4)CN5CCN(CC5)C,input/pdb/5061.pdb,O=C(Nc1cc(Nc2nc(c3cnccc3)ccn2)c(cc1)C)c4ccc(cc4)CN5CCN(CC5)C,
Clc1c(NC(=O)C=2SC(=NC2)Nc3nc(nc(N4CCN(CCO)CC4)c3)C)c(ccc1)C,input/pdb/5061.pdb,Clc1c(NC(=O)C=2SC(=NC2)Nc3nc(nc(N4CCN(CCO)CC4)c3)C)c(ccc1)C,
S(=O)(c1ccc(cc1)C2=NC(c3ccc(F)cc3)=C(N2)c4ccncc4)C,input/pdb/5061.pdb,S(=O)(c1ccc(cc1)C2=NC(c3ccc(F)cc3)=C(N2)c4ccncc4)C,
Clc1c(N2c3c(c(c4c(Cl)cc(F)cc4)cc(c3)C5CCN(C(C)C)CC5)CNC2=O)c(Cl)ccc1,input/pdb/5061.pdb,Clc1c(N2c3c(c(c4c(Cl)cc(F)cc4)cc(c3)C5CCN(C(C)C)CC5)CNC2=O)c(Cl)ccc1,
Clc1c(cc(NC(=O)Nc2ccc(Oc3cc(ncc3)C(=O)NC)cc2)cc1)C(F)(F)F,input/pdb/5061.pdb,Clc1c(cc(NC(=O)Nc2ccc(Oc3cc(ncc3)C(=O)NC)cc2)cc1)C(F)(F)F,
S1C(=NC(c2cc3nccc(Nc4c(ccc(O)c4)C)c3cc2)=C1)C=O,input/pdb/5061.pdb,S1C(=NC(c2cc3nccc(Nc4c(ccc(O)c4)C)c3cc2)=C1)C=O,
Clc1c(c(Cl)ccc1)C=2C(=O)N=CN3N=C(Sc4c(F)cc(F)cc4)C=CC32,input/pdb/5061.pdb,Clc1c(c(Cl)ccc1)C=2C(=O)N=CN3N=C(Sc4c(F)cc(F)cc4)C=CC32,
O=C(NC1=NOC=C1)c2cc(NC(=O)C3=C(N(N=C3)c4ccccc4)N)c(cc2)C,input/pdb/5061.pdb,O=C(NC1=NOC=C1)c2cc(NC(=O)C3=C(N(N=C3)c4ccccc4)N)c(cc2)C,
Clc1c(cc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1)COc4cnccc4,input/pdb/5061.pdb,Clc1c(cc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1)COc4cnccc4,
S(c1c(cccc1)CNC(=O)NC=2N(N=C(C2)C(C)(C)C)c3ccccc3)C4=CN5C(=NN=C5C(C)C)C=C4,input/pdb/5061.pdb,S(c1c(cccc1)CNC(=O)NC=2N(N=C(C2)C(C)(C)C)c3ccccc3)C4=CN5C(=NN=C5C(C)C)C=C4,
O=C(OCC)C=1N(C(=C(C(=O)N2CCN(Cc3ccccc3)CC2)C1C)C)CC,input/pdb/5061.pdb,O=C(OCC)C=1N(C(=C(C(=O)N2CCN(Cc3ccccc3)CC2)C1C)C)CC,
Fc1c(N2N=CC3=C2N(C(=O)C=C3Nc4c(ccc(c4)C(=O)NC5CC5)C)C)ccc(F)c1,input/pdb/5061.pdb,Fc1c(N2N=CC3=C2N(C(=O)C=C3Nc4c(ccc(c4)C(=O)NC5CC5)C)C)ccc(F)c1,
Fc1c(NC(=O)c2ccccc2)cc(Nc3cc4OCc5c(cc(OCCN6CCOCC6)cc5)C(=O)c4cc3)cc1,input/pdb/5061.pdb,Fc1c(NC(=O)c2ccccc2)cc(Nc3cc4OCc5c(cc(OCCN6CCOCC6)cc5)C(=O)c4cc3)cc1,
O=C(NC1=NOC=C1)c2cc(NC3=NC=NN4C3=C(C(C(=O)NCCC)=C4)C)c(cc2)C,input/pdb/5061.pdb,O=C(NC1=NOC=C1)c2cc(NC3=NC=NN4C3=C(C(C(=O)NCCC)=C4)C)c(cc2)C,
Clc1ccc(NC(=O)NC=2N(N=C(C2)C(C)(C)C)C)cc1,input/pdb/5061.pdb,Clc1ccc(NC(=O)NC=2N(N=C(C2)C(C)(C)C)C)cc1,
Fc1c(Oc2nc3NN=C(NC4CCOCC4)c3cn2)ccc(F)c1,input/pdb/5061.pdb,Fc1c(Oc2nc3NN=C(NC4CCOCC4)c3cn2)ccc(F)c1,
S1C(=NC=C1)NC(=O)NC=2N(N=C(C2)C(C)(C)C)c3ccc(cc3)C,input/pdb/5061.pdb,S1C(=NC=C1)NC(=O)NC=2N(N=C(C2)C(C)(C)C)c3ccc(cc3)C,
O=C(NC1CC1)c2cc(c3ncc(cc3)C(=O)NCC4CC4)c(cc2)C,input/pdb/5061.pdb,O=C(NC1CC1)c2cc(c3ncc(cc3)C(=O)NCC4CC4)c(cc2)C,
S1C(=NC=C1C(=O)Nc2c(ccc(c2)C(=O)NC)C)N[C@@H](CC)C,input/pdb/5061.pdb,S1C(=NC=C1C(=O)Nc2c(ccc(c2)C(=O)NC)C)N[C@@H](CC)C,
Clc1c(Cl)cccc1NC(=O)NC=2N(N=C(C2)C(C)(C)C)c3cc(ccc3)CC(=O)N,input/pdb/5061.pdb,Clc1c(Cl)cccc1NC(=O)NC=2N(N=C(C2)C(C)(C)C)c3cc(ccc3)CC(=O)N,
O=C(Nc1cc(N2CCOCC2)ccc1)c3cc(c4cc5ON=C(c5cc4)C6CCNCC6)c(cc3)C,input/pdb/5061.pdb,O=C(Nc1cc(N2CCOCC2)ccc1)c3cc(c4cc5ON=C(c5cc4)C6CCNCC6)c(cc3)C,
O=C(c1ccc(Nc2c(N)cccc2)cc1)c3ccccc3,input/pdb/5061.pdb,O=C(c1ccc(Nc2c(N)cccc2)cc1)c3ccccc3,
Clc1c(N2C(=O)Nc3nc(ncc3C2)NC4CCC(O)CC4)cccc1,input/pdb/5061.pdb,Clc1c(N2C(=O)Nc3nc(ncc3C2)NC4CCC(O)CC4)cccc1,
Clc1c(N(C2=NN(c3c(Cl)cccc3)C(=O)C=C2)CCCN4C(=O)c5c(cccc5)C4=O)ccc(F)c1,input/pdb/5061.pdb,Clc1c(N(C2=NN(c3c(Cl)cccc3)C(=O)C=C2)CCCN4C(=O)c5c(cccc5)C4=O)ccc(F)c1,
S(=O)(=O)(C[C@@H](NC1=NNc2nc(Oc3c(F)cc(F)cc3)ncc21)C)C,input/pdb/5061.pdb,S(=O)(=O)(C[C@@H](NC1=NNc2nc(Oc3c(F)cc(F)cc3)ncc21)C)C,
ClC=1C(=O)N(c2c(ccc(c2)C(=O)NCCO)C)C=NC1OCc3c(F)cc(F)cc3,input/pdb/5061.pdb,ClC=1C(=O)N(c2c(ccc(c2)C(=O)NCCO)C)C=NC1OCc3c(F)cc(F)cc3,
O=C(Nc1ccc(Nc2c3c(ncc2)ccc(N)c3)cc1)NC=4N(N=C(C4)C(C)(C)C)c5cc(ccc5)C,input/pdb/5061.pdb,O=C(Nc1ccc(Nc2c3c(ncc2)ccc(N)c3)cc1)NC=4N(N=C(C4)C(C)(C)C)c5cc(ccc5)C,
O=C(OCC)N1c2c(ccc(c2)C(=O)Nc3c(ccc(c3)C(=O)NC4CC4)C)C=C1,input/pdb/5061.pdb,O=C(OCC)N1c2c(ccc(c2)C(=O)Nc3c(ccc(c3)C(=O)NC4CC4)C)C=C1,
n1nc(c2c3c(ccc2)cccc3)c(c4ccncc4)cc1N(C)C,input/pdb/5061.pdb,n1nc(c2c3c(ccc2)cccc3)c(c4ccncc4)cc1N(C)C,
Brc1ccc(cc1)C=2N=C(NC2)[C@H]3NCc4c(cccc4)C3,input/pdb/5061.pdb,Brc1ccc(cc1)C=2N=C(NC2)[C@H]3NCc4c(cccc4)C3,
Fc1c(OC=2C(=O)N(c3nc(ncc3C2)N[C@@H](CN4N=NC=N4)C)C)ccc(F)c1,input/pdb/5061.pdb,Fc1c(OC=2C(=O)N(c3nc(ncc3C2)N[C@@H](CN4N=NC=N4)C)C)ccc(F)c1,
O=C(Nc1cc2nc(nc(NC3=NNC=C3)c2cc1)c4ccccc4)C=C,input/pdb/5061.pdb,O=C(Nc1cc2nc(nc(NC3=NNC=C3)c2cc1)c4ccccc4)C=C,
O=C(Nc1cc(c2ccc(cc2)C(=O)NCC3CC3)c(cc1)C)c4cc(ncc4)N5CCOCC5,input/pdb/5061.pdb,O=C(Nc1cc(c2ccc(cc2)C(=O)NCC3CC3)c(cc1)C)c4cc(ncc4)N5CCOCC5,
Clc1c(cc2c(N(C=C2C(=O)C(=O)N(C)C)C)c1)C(=O)N3[C@@H](CN([C@H](C3)C)Cc4ccc(F)cc4)C,input/pdb/5061.pdb,Clc1c(cc2c(N(C=C2C(=O)C(=O)N(C)C)C)c1)C(=O)N3[C@@H](CN([C@H](C3)C)Cc4ccc(F)cc4)C,
BrC=1C(=O)N(C=CC1OCc2ccccc2)Cc3ccccc3,input/pdb/5061.pdb,BrC=1C(=O)N(C=CC1OCc2ccccc2)Cc3ccccc3,
O=C(Nc1cc(Nc2ncnc3c2cc(N)cc3)ccc1)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,input/pdb/5061.pdb,O=C(Nc1cc(Nc2ncnc3c2cc(N)cc3)ccc1)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,
S1C(=NC(c2cc(ccc2)C)=C1c3cc(ncc3)NC(=O)c4ccccc4)CC,input/pdb/5061.pdb,S1C(=NC(c2cc(ccc2)C)=C1c3cc(ncc3)NC(=O)c4ccccc4)CC,
n1nc(c(c2ccncc2)cc1N3CCN(CC3)C)c4cc5c(cc4)cccc5,input/pdb/5061.pdb,n1nc(c(c2ccncc2)cc1N3CCN(CC3)C)c4cc5c(cc4)cccc5,
O=C(Nc1c2c(ccc1)cccc2)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)CO,input/pdb/5061.pdb,O=C(Nc1c2c(ccc1)cccc2)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)CO,
O=C(NCC1CC1)c2ccc(c3c(ccc(c3)C=4OC(=NN4)C)C)cc2,input/pdb/5061.pdb,O=C(NCC1CC1)c2ccc(c3c(ccc(c3)C=4OC(=NN4)C)C)cc2,
O=C(NC)c1cc(Nc2ncnc3N(N=Cc32)c4ccccc4)c(cc1)C,input/pdb/5061.pdb,O=C(NC)c1cc(Nc2ncnc3N(N=Cc32)c4ccccc4)c(cc1)C,
O=C1c2c(O[C@H](c3ccc(O)cc3)C1)cc(O)cc2O,input/pdb/5061.pdb,O=C1c2c(O[C@H](c3ccc(O)cc3)C1)cc(O)cc2O,
O=C1N(c2c(ccc(NC(=O)C3=COC=C3)c2)C)C=Nc4c1cc(N5CCN(CC5)C)cc4,input/pdb/5061.pdb,O=C1N(c2c(ccc(NC(=O)C3=COC=C3)c2)C)C=Nc4c1cc(N5CCN(CC5)C)cc4,
Fc1ccc(N2N=C(c3ccncc3)C=C(C2=O)C(=O)NCc4c(cccc4)C(F)(F)F)cc1,input/pdb/5061.pdb,Fc1ccc(N2N=C(c3ccncc3)C=C(C2=O)C(=O)NCc4c(cccc4)C(F)(F)F)cc1,
O=C1N(c2c(ccc(c2)C(=O)NC3=NOC=C3)C)C=Nc4c1cc(N5CCN(CC5)C)cc4,input/pdb/5061.pdb,O=C1N(c2c(ccc(c2)C(=O)NC3=NOC=C3)C)C=Nc4c1cc(N5CCN(CC5)C)cc4,
Clc1c(cc(S(=O)(=O)C)cc1)C2=NNc3nc(Oc4c(F)cc(F)cc4)ncc32,input/pdb/5061.pdb,Clc1c(cc(S(=O)(=O)C)cc1)C2=NNc3nc(Oc4c(F)cc(F)cc4)ncc32,
Fc1ccc(N2N=CC(C(=O)c3cc(OC[C@@H](O)CO)ccc3)=C2N)cc1,input/pdb/5061.pdb,Fc1ccc(N2N=CC(C(=O)c3cc(OC[C@@H](O)CO)ccc3)=C2N)cc1,
Clc1c(cccc1)C2=NNc3nc(Oc4c(F)cc(F)cc4)nc(NC[C@@H](O)C)c32,input/pdb/5061.pdb,Clc1c(cccc1)C2=NNc3nc(Oc4c(F)cc(F)cc4)nc(NC[C@@H](O)C)c32,
O=C(Nc1ccc(Nc2ncnc3c2cc(N)cc3)cc1)NC=4N(N=C(C4)C(C)(C)C)c5cc(ccc5)C,input/pdb/5061.pdb,O=C(Nc1ccc(Nc2ncnc3c2cc(N)cc3)cc1)NC=4N(N=C(C4)C(C)(C)C)c5cc(ccc5)C,
Brc1cc(F)c(c(F)c1)COC2=NSC(NC(=O)NCCCCN3CCCC3)=C2C(=O)N,input/pdb/5061.pdb,Brc1cc(F)c(c(F)c1)COC2=NSC(NC(=O)NCCCCN3CCCC3)=C2C(=O)N,
O=C(Nc1c(ccc(NC(=O)c2cc(ncc2)N3CCOCC3)c1)C)c4cnc(NCC[C@H]5N(CCC5)C)cc4,input/pdb/5061.pdb,O=C(Nc1c(ccc(NC(=O)c2cc(ncc2)N3CCOCC3)c1)C)c4cnc(NCC[C@H]5N(CCC5)C)cc4,
O=C(NCc1ncccc1)c2ccc(Oc3ccccc3)cc2,input/pdb/5061.pdb,O=C(NCc1ncccc1)c2ccc(Oc3ccccc3)cc2,
Clc1c(Cl)cccc1NC(=O)NC=2N(N=C(C=3SC=CC3)C2)c4cc(ccc4)CC(=O)N,input/pdb/5061.pdb,Clc1c(Cl)cccc1NC(=O)NC=2N(N=C(C=3SC=CC3)C2)c4cc(ccc4)CC(=O)N,
O=C(NC1CC1)c2cc(NC3=NC=NN4C3=C(C(C(=O)NCCC)=C4)C)c(cc2)C,input/pdb/5061.pdb,O=C(NC1CC1)c2cc(NC3=NC=NN4C3=C(C(C(=O)NCCC)=C4)C)c(cc2)C,
O=C(Nc1cc(Nc2c3c(ncc2)ccc(N)c3)ccc1)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,input/pdb/5061.pdb,O=C(Nc1cc(Nc2c3c(ncc2)ccc(N)c3)ccc1)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,
S1C(=NC=C1c2nc(nc(c3c(cccc3)CNC(=O)NCC)c2)NCCN(C)C)NC(C)C,input/pdb/5061.pdb,S1C(=NC=C1c2nc(nc(c3c(cccc3)CNC(=O)NCC)c2)NCCN(C)C)NC(C)C,
Fc1c(NC(=O)c2ccccc2)cc(Nc3cc4c(cc3)C(=O)CCCC4)cc1,input/pdb/5061.pdb,Fc1c(NC(=O)c2ccccc2)cc(Nc3cc4c(cc3)C(=O)CCCC4)cc1,
Clc1c(c(Cl)ccc1)c2[n+]([O-])ccc3c2nc(cc3c4c(F)cc(F)cc4)C5CCNCC5,input/pdb/5061.pdb,Clc1c(c(Cl)ccc1)c2[n+]([O-])ccc3c2nc(cc3c4c(F)cc(F)cc4)C5CCNCC5,
O=C(Nc1cc(Nc2ncnc3c2cc(OCCN4CCCC4)c(OC)c3)c(cc1)C)c5cc(ncc5)N6CCOCC6,input/pdb/5061.pdb,O=C(Nc1cc(Nc2ncnc3c2cc(OCCN4CCCC4)c(OC)c3)c(cc1)C)c5cc(ncc5)N6CCOCC6,
O=C(NC1CC1)c2cc(c3cc4c(c(nnc4)c5c(cccc5)C)cc3)c(cc2)C,input/pdb/5061.pdb,O=C(NC1CC1)c2cc(c3cc4c(c(nnc4)c5c(cccc5)C)cc3)c(cc2)C,
Clc1c(cccc1)C=2NN=C3C2C=CC(Oc4c(F)cccc4)=C3,input/pdb/5061.pdb,Clc1c(cccc1)C=2NN=C3C2C=CC(Oc4c(F)cccc4)=C3,
S(C=1c2c(N(C1)CCNC(=O)c3cc(ccc3)C(F)(F)F)cccc2)CC(=O)Nc4cc5OCCOc5cc4,input/pdb/5061.pdb,S(C=1c2c(N(C1)CCNC(=O)c3cc(ccc3)C(F)(F)F)cccc2)CC(=O)Nc4cc5OCCOc5cc4,
Fc1cc(N2CCOCC2)cc(c1)C(=O)Nc3cc4N(C=Cc4cc3)CCc5ccncc5,input/pdb/5061.pdb,Fc1cc(N2CCOCC2)cc(c1)C(=O)Nc3cc4N(C=Cc4cc3)CCc5ccncc5,
S(C1=Nc2c(N1)cncc2)Cc3ccc(cc3)C(=O)N4CCC(Cc5ccccc5)CC4,input/pdb/5061.pdb,S(C1=Nc2c(N1)cncc2)Cc3ccc(cc3)C(=O)N4CCC(Cc5ccccc5)CC4,
[O-][N+](=O)c1cc2c(nccc2Nc3cc(NC(=O)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C)ccc3)cc1,input/pdb/5061.pdb,[O-][N+](=O)c1cc2c(nccc2Nc3cc(NC(=O)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C)ccc3)cc1,
O=C(NC1CC1)c2cc(c3cc4c(nc(nc4)NCCN5CCOCC5)cc3)c(cc2)C,input/pdb/5061.pdb,O=C(NC1CC1)c2cc(c3cc4c(nc(nc4)NCCN5CCOCC5)cc3)c(cc2)C,
Clc1c(N2c3c(c(c4c(F)cc(F)cc4)cc(c3)C5CCNCC5)CCC2=O)c(Cl)ccc1,input/pdb/5061.pdb,Clc1c(N2c3c(c(c4c(F)cc(F)cc4)cc(c3)C5CCNCC5)CCC2=O)c(Cl)ccc1,
O=C(Nc1cc(Nc2ncnc3c2cc(N)cc3)ccc1)NC=4N(N=C(C4)C(C)(C)C)c5cc(ccc5)C,input/pdb/5061.pdb,O=C(Nc1cc(Nc2ncnc3c2cc(N)cc3)ccc1)NC=4N(N=C(C4)C(C)(C)C)c5cc(ccc5)C,
O=C1c2c(cc(Nc3c(N)cccc3)cc2)CCc4c1cccc4,input/pdb/5061.pdb,O=C1c2c(cc(Nc3c(N)cccc3)cc2)CCc4c1cccc4,
Fc1c(OC=2C(=O)N(c3nc(ncc3C2)NC4CCOCC4)C)ccc(F)c1,input/pdb/5061.pdb,Fc1c(OC=2C(=O)N(c3nc(ncc3C2)NC4CCOCC4)C)ccc(F)c1,
Fc1c(Nc2cc3c(cc2)C(=O)c4c(ccc(OC[C@H](O)CO)c4)CC3)ccc(F)c1,input/pdb/5061.pdb,Fc1c(Nc2cc3c(cc2)C(=O)c4c(ccc(OC[C@H](O)CO)c4)CC3)ccc(F)c1,
S1C(=NC(=C1)CCOCc2cnccc2)NC(=O)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,input/pdb/5061.pdb,S1C(=NC(=C1)CCOCc2cnccc2)NC(=O)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,
Clc1c(N2C(=O)N(c3nc(ncc3C2)Nc4ccc(OCN(CC)CC)cc4)C)c(Cl)ccc1,input/pdb/5061.pdb,Clc1c(N2C(=O)N(c3nc(ncc3C2)Nc4ccc(OCN(CC)CC)cc4)C)c(Cl)ccc1,
O=C(Nc1cc(C#N)ccc1)c2ccc(c3c(ccc(c3)C=4OC(=NN4)C)C)cc2,input/pdb/5061.pdb,O=C(Nc1cc(C#N)ccc1)c2ccc(c3c(ccc(c3)C=4OC(=NN4)C)C)cc2,
O=C(Nc1ccc(OCCN2CCOCC2)cc1)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,input/pdb/5061.pdb,O=C(Nc1ccc(OCCN2CCOCC2)cc1)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,
S1C(=NC(=C1)CCOCc2ccccc2)NC(=O)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,input/pdb/5061.pdb,S1C(=NC(=C1)CCOCc2ccccc2)NC(=O)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,
BrC=1C(=O)N(c2c(ccc(c2)C(=O)NC)C)C(=CC1OCc3c(F)cc(F)cc3)C,input/pdb/5061.pdb,BrC=1C(=O)N(c2c(ccc(c2)C(=O)NC)C)C(=CC1OCc3c(F)cc(F)cc3)C,
n1nc(c(c2ccncc2)cc1N(C)C)c3cc4c(cc3)cccc4,input/pdb/5061.pdb,n1nc(c(c2ccncc2)cc1N(C)C)c3cc4c(cc3)cccc4,
